marker_name,EEG.AF3,EEG.T7,EEG-Pz,EEG.T8,EEG.AF4
pattern 1,-14.571079319703400,-39.7942744516454,26.737475634517300,9.054121798223970,-18.03060777696990
pattern 1,11.872574793747200,-6.686311423565960,-2.160393669341420,-15.053755916150400,8.810773750933830
pattern 1,33.24606346796260,20.757602267839500,-25.89492605361080,-34.43692996535090,30.63919650145310
pattern 1,1.4554506959759600,11.59547669509310,3.686376430190950,-1.0035389165319400,-0.6638759251218880
pattern 1,-24.75635466008020,-13.562358954556000,24.78696376024340,26.51285133417140,-26.37681316306350
pattern 1,2.768298922360590,-33.84230079663440,-3.880159415731560,-0.0269702135575258,-0.3213592078109870
pattern 1,25.320730990103800,-49.46388965593200,20.94261287274220,-21.88898322291710,12.789179982424300
pattern 1,13.5405992785952,-12.443108503638300,34.89501531680740,9.105797546918350,5.540143540835120
pattern 1,-15.378724073062400,18.403278442809100,2.709058968342160,-14.018558783578600,27.39823684843910
pattern 1,9.6200317154612,20.47746746567390,8.838799153439600,15.6872951604495,44.53543007649810
pattern 1,25.334021508575500,-4.079308553451500,29.16439268549120,39.60589351335680,8.930599204752690
pattern 1,11.230111590572700,11.965280056762600,32.1354419922898,9.689429808463860,-20.626855526611900
pattern 1,30.023896413995100,36.95715665767620,-1.9787436207678200,-15.259897334298000,4.044073373726920
pattern 1,15.827307819902200,26.810605706790900,-30.01101886205230,-35.32897662908870,5.863072683303750
pattern 1,-15.978567595312200,-1.1893739470658800,-3.834988229384220,-2.4316969903780800,-22.74119313826730
pattern 1,-41.648506377016900,20.498175259044000,-30.512826204729900,24.688881447321300,-25.917393544789900
pattern 1,-13.140796086748000,-7.018775665874980,-3.2063780677757300,-2.118725244425700,1.0147733378320800
pattern 1,10.726457738592200,-29.44798452955030,19.33870438964200,-24.13466580772280,-18.43702453567850
pattern 1,-18.29610501375600,1.3349372983850400,-11.063477992148200,6.804766230549740,-0.7983346630827000
pattern 1,-41.602182979242800,26.61061098450840,-35.75258012489510,32.02070733628710,19.33752356014470
pattern 1,-11.150905933108300,-1.7615291778559100,-6.643155104177400,3.4128042067981400,-10.004786600547200
pattern 1,14.252290911632100,-25.061562613945000,17.49473151014040,-20.26033796830930,-33.807254398163400
pattern 1,-13.618566658907900,4.865357531210950,-11.53822518184430,-39.12044820314590,-3.981929881484180
pattern 1,-36.12571791557300,29.32444286309420,-35.08560193335840,-53.42071908013130,20.70860949623080
pattern 1,-5.191190489297020,0.1941081065549280,-5.057945413580780,-15.614716221678100,11.69050025118610
pattern 1,2.5611687920570500,-23.79196526242370,19.785081422117500,16.37686299399450,-15.692559926030600
pattern 1,24.43884778904660,5.530098231455650,13.454368241530400,42.15409186992100,-0.3320295406722960
pattern 1,43.92736344376020,29.4703579168772,-14.402490593663900,13.685739748335800,23.283243504798800
pattern 1,15.510907426507400,48.22125536844010,-36.89108466563710,0.9498285230573840,41.99723730571970
pattern 1,-13.6357701827717,13.793359188589200,-5.934839285265620,27.578334059789400,7.770652211355980
pattern 1,-37.192112137462100,-14.983965798850700,19.70012527969590,32.68874937810130,-20.61575378777270
pattern 1,-7.086940334692150,10.11578816244690,-8.171129476765470,3.4140394524864800,5.01850361898738
pattern 1,17.902295326999400,30.43612609292080,6.190738412665320,-20.80792191097010,25.974495000601200
pattern 1,-10.425194908685600,-2.134916956149280,29.03831881955490,8.210454805458900,-5.897876725114720
pattern 1,-33.409571209000000,19.434835454230100,-1.4233187971680200,31.80089706883510,-11.369043893477700
pattern 1,-2.9540392673543600,36.5544008716822,-7.576366811219670,1.862368832808810,12.282940790124100
pattern 1,22.19207460827330,1.1552516874300900,16.997762471175800,-22.85646204797200,31.37697929686280
pattern 1,-6.142726805748230,-28.019316793854900,7.127815255408580,5.818212543776920,-2.199142246758530
pattern 1,-29.26928067203720,-22.962189790689100,28.27935309072560,29.201910436798200,-29.73325937767670
pattern 1,0.9376230640484580,2.048666639479490,40.939480461074900,-0.8240966760919050,-3.107745202003970
pattern 1,25.75542384752910,22.552464334923300,5.536754126027130,-25.529490609075400,18.92233179926560
pattern 1,-2.96281846790499,-2.700197258357340,-23.79454188314880,3.2412295863813600,-11.841951527591300
pattern 1,-26.505982113429800,-30.320025024198900,1.1151473294625900,26.78589161968050,-36.75582816270200
pattern 1,3.27026589449064,-52.09287777619200,14.324619622705200,-3.030852752928790,-29.32665199485170
pattern 1,27.659546384381000,-20.049754266185400,-16.373273169337300,-27.49389627739910,-0.6826024203685980
pattern 1,7.199931113608040,-13.49722953429620,-9.960668270043360,-10.333084853931800,9.304383423150110
pattern 1,-18.542699652709400,-27.30123485547510,12.744127413429200,15.962003955066800,-17.436583222286600
pattern 1,-32.0190899525278,2.2520912177896900,12.414165135948800,37.06524840872350,-31.22284277851110
pattern 1,-0.907477107827626,9.660144877740070,-15.427179678740500,4.912863634419770,-0.8772238277831000
pattern 1,8.299295547960800,15.953786857355000,-40.45098244498310,-21.72452231119320,24.142908599216700
pattern 1,-16.29506492364430,14.21452206712640,-53.9991551656247,5.33557889613612,-4.32709016355142
pattern 1,-36.021199685389600,-13.280753056019900,-25.052677981667400,27.406162215004200,-27.59212581404750
pattern 1,-2.8017715845649100,-30.84756208729210,-33.910614265055900,-3.6431614690651300,2.4779966784898900
pattern 1,24.613601062888600,-0.6643781540258470,-31.68115743977910,-29.100882927364300,27.164764444320500
pattern 1,-1.9310921627257000,-2.555596620474280,0.2469135287518960,-0.8355937984616520,-1.6756148991443700
pattern 1,-23.71871085237200,-25.61671694951820,26.48511898292900,22.42285957405680,-25.32971237935030
pattern 1,7.413320762845150,-5.076224962728950,37.70999518859990,-7.490612118971610,4.348347200762590
pattern 1,32.786344575245700,21.57653666165470,6.9067891966228800,-31.89139785283590,28.65304839659650
pattern 1,4.301305576348560,42.81045543867070,-18.683451827474100,-18.46215213726470,26.60135453805420
pattern 1,-19.28103479248810,10.597810542022400,-39.17079371889390,8.943676350423540,-3.0597324639364300
pattern 1,-38.07961190459290,-16.255024844944300,-54.80804869915860,2.1759361994390000,-27.345107215319600
pattern 1,-4.0316156673489000,-37.84398960779010,-40.04614324285310,-22.79200380391390,1.877614380529900
pattern 1,24.1045297880612,-54.41539009988700,-4.250284090094670,-42.637062469698400,-11.896662843415500
pattern 1,-1.8310042177720400,-36.9100962285884,25.313290510083400,-9.323240499680740,-33.35897198562580
pattern 1,-23.120670256745800,-2.4521576058480400,0.4961399575206910,18.359047570112500,-30.114477811460700
pattern 1,8.401978175439350,25.96786836922110,-2.7252579967927300,-7.785262108392180,2.027937364343360
pattern 1,34.06488066215770,48.51623562361530,-18.73458884626030,-29.07540683501030,28.434086303800100
pattern 1,5.777613913820220,17.20365868069690,10.059015113207100,2.6181697295832200,0.9680363426492120
pattern 1,-17.68902971082780,-9.118688482200720,36.50298338622010,28.587603176425,-21.63934541074140
pattern 1,11.869651090685500,11.517626201634300,8.763145710889940,0.7086983453426900,8.78258127269231
pattern 1,35.806300153111300,34.41781423414200,-14.365716153126000,-22.27877841646810,33.55830731266530
pattern 1,13.372745042647900,3.842960299002220,15.347503903069600,7.802094015544660,4.587782071938530
pattern 1,-12.848269854340500,-21.44759055424860,39.28300242739700,32.27973332075490,-19.372607300114600
pattern 1,-8.730744245967350,6.7267010863495,9.390746395794240,3.055953731962200,9.863961969881240
pattern 1,17.948172677844900,29.68462354322690,-15.529129978158100,-21.112748595960100,33.62996571008310
pattern 1,14.0301882705155,-0.692232610465247,12.747392644797700,7.959109883865860,3.8263391049474100
pattern 1,-12.668117188424500,-25.67566910348500,35.583414085681700,31.60151671507670,-20.795335230050900
pattern 1,14.071865381090700,-45.42701759598550,40.10661962556420,2.8475284307809500,-40.37042413366000
pattern 1,35.619233222037800,-11.93260720239850,7.325599903817900,-22.06346328316990,-6.857994177972330
pattern 1,3.8962169798708100,15.996012896527900,-19.90551308204460,-41.88491855108270,20.95786897665320
pattern 1,-22.337592912505900,-9.85570155258349,6.608461768574340,-8.575680608692080,-5.110623240387040
pattern 1,-21.23229811362130,-30.824487725611400,28.189449854280000,19.0789759145895,-26.37488544865320
pattern 1,-9.951511987862670,1.203896877552760,-3.2873871819404500,-7.111050795146730,5.302663063799110
pattern 1,16.259913152117600,27.508559636617000,-29.107946722477,-28.46034012980780,31.222093081578600
pattern 1,37.30282352688350,-0.0454279181101569,-1.1407428657949500,3.164923816761440,3.266818958743380
pattern 1,53.42399253431650,-22.726803183117900,21.88238302036410,13.575658515923300,-19.81629336553450
pattern 1,54.04024125487440,7.634956138936540,-8.207295319245800,-4.742715395491910,10.156131516729300
pattern 1,15.45180100784300,32.363804326147100,-32.73003918023210,22.22198981649710,34.51822937850060
pattern 1,-16.798282167474100,3.358826638025430,-4.818677205109850,35.727941759375300,5.176744984360030
