marker_time,EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
1707197125.927590,-14.571079319703400,-39.7942744516454,26.737475634517300,9.054121798223970,-18.03060777696990
1707197125.927590,11.872574793747200,-6.686311423565960,-2.160393669341420,-15.053755916150400,8.810773750933830
1707197125.927590,33.24606346796260,20.757602267839500,-25.89492605361080,-34.43692996535090,30.639196501453100
1707197125.927590,1.4554506959759600,11.59547669509310,3.686376430190950,-1.0035389165319400,-0.6638759251218880
1707197125.927590,-24.75635466008020,-13.562358954556000,24.78696376024340,26.51285133417140,-26.37681316306350
1707197125.927590,2.768298922360590,-33.84230079663440,-3.880159415731560,-0.0269702135575258,-0.3213592078109870
1707197125.927590,25.320730990103800,-49.46388965593200,20.94261287274220,-21.88898322291710,12.789179982424300
1707197125.927590,13.5405992785952,-12.443108503638300,34.89501531680740,9.105797546918350,5.540143540835120
1707197125.927590,-15.378724073062400,18.403278442809100,2.709058968342160,-14.018558783578600,27.39823684843910
1707197125.927590,9.6200317154612,20.47746746567390,8.838799153439600,15.6872951604495,44.53543007649810
1707197125.927590,25.334021508575500,-4.079308553451500,29.16439268549120,39.60589351335680,8.930599204752690
1707197125.927590,11.230111590572700,11.965280056762600,32.1354419922898,9.689429808463860,-20.626855526611900
1707197125.927590,30.023896413995100,36.95715665767620,-1.9787436207678200,-15.259897334298000,4.044073373726920
1707197125.927590,15.827307819902200,26.810605706790900,-30.01101886205230,-35.32897662908870,5.863072683303750
1707197125.927590,-15.978567595312200,-1.1893739470658800,-3.834988229384220,-2.4316969903780800,-22.741193138267300
1707197125.927590,-41.648506377016900,20.498175259044000,-30.512826204729900,24.688881447321300,-25.917393544789900
1707197125.927590,-13.140796086748000,-7.018775665874980,-3.2063780677757300,-2.118725244425700,1.0147733378320800
1707197125.927590,10.726457738592200,-29.44798452955030,19.33870438964200,-24.134665807722800,-18.43702453567850
1707197125.927590,-18.29610501375600,1.3349372983850400,-11.063477992148200,6.804766230549740,-0.7983346630827000
1707197125.927590,-41.602182979242800,26.61061098450840,-35.75258012489510,32.02070733628710,19.33752356014470
1707197125.927590,-11.150905933108300,-1.7615291778559100,-6.643155104177400,3.4128042067981400,-10.004786600547200
1707197125.927590,14.252290911632100,-25.061562613945000,17.49473151014040,-20.26033796830930,-33.807254398163400
1707197125.927590,-13.618566658907900,4.865357531210950,-11.53822518184430,-39.12044820314590,-3.981929881484180
1707197125.927590,-36.12571791557300,29.32444286309420,-35.08560193335840,-53.42071908013130,20.70860949623080
1707197125.927590,-5.191190489297020,0.1941081065549280,-5.057945413580780,-15.614716221678100,11.69050025118610
1707197125.927590,2.5611687920570500,-23.79196526242370,19.785081422117500,16.37686299399450,-15.692559926030600
1707197125.927590,24.43884778904660,5.530098231455650,13.454368241530400,42.15409186992100,-0.3320295406722960
1707197125.927590,43.92736344376020,29.4703579168772,-14.402490593663900,13.685739748335800,23.283243504798800
1707197125.927590,15.510907426507400,48.22125536844010,-36.89108466563710,0.9498285230573840,41.99723730571970
1707197125.927590,-13.6357701827717,13.793359188589200,-5.934839285265620,27.578334059789400,7.770652211355980
1707197125.927590,-37.192112137462100,-14.983965798850700,19.70012527969590,32.68874937810130,-20.61575378777270
1707197125.927590,-7.086940334692150,10.11578816244690,-8.171129476765470,3.4140394524864800,5.01850361898738
1707197125.927590,17.902295326999400,30.43612609292080,6.190738412665320,-20.807921910970100,25.974495000601200
1707197125.927590,-10.425194908685600,-2.134916956149280,29.03831881955490,8.210454805458900,-5.897876725114720
1707197125.927590,-33.409571209000000,19.434835454230100,-1.4233187971680200,31.80089706883510,-11.369043893477700
1707197125.927590,-2.9540392673543600,36.5544008716822,-7.576366811219670,1.862368832808810,12.282940790124100
1707197125.927590,22.19207460827330,1.1552516874300900,16.997762471175800,-22.85646204797200,31.37697929686280
1707197125.927590,-6.142726805748230,-28.019316793854900,7.127815255408580,5.818212543776920,-2.199142246758530
1707197125.927590,-29.26928067203720,-22.962189790689100,28.279353090725600,29.201910436798200,-29.73325937767670
1707197125.927590,0.9376230640484580,2.048666639479490,40.939480461074900,-0.8240966760919050,-3.107745202003970
1707197125.927590,25.75542384752910,22.552464334923300,5.536754126027130,-25.529490609075400,18.922331799265600
1707197125.927590,-2.96281846790499,-2.700197258357340,-23.79454188314880,3.2412295863813600,-11.841951527591300
1707197125.927590,-26.505982113429800,-30.320025024198900,1.1151473294625900,26.78589161968050,-36.75582816270200
1707197125.927590,3.27026589449064,-52.09287777619200,14.324619622705200,-3.030852752928790,-29.32665199485170
1707197125.927590,27.659546384381000,-20.049754266185400,-16.373273169337300,-27.49389627739910,-0.6826024203685980
1707197125.927590,7.199931113608040,-13.49722953429620,-9.960668270043360,-10.333084853931800,9.304383423150110
1707197125.927590,-18.542699652709400,-27.30123485547510,12.744127413429200,15.962003955066800,-17.436583222286600
1707197125.927590,-32.0190899525278,2.2520912177896900,12.414165135948800,37.06524840872350,-31.22284277851110
1707197125.927590,-0.907477107827626,9.660144877740070,-15.427179678740500,4.912863634419770,-0.8772238277831000
1707197125.927590,8.299295547960800,15.953786857355000,-40.45098244498310,-21.724522311193200,24.142908599216700
1707197125.927590,-16.29506492364430,14.21452206712640,-53.9991551656247,5.33557889613612,-4.32709016355142
1707197125.927590,-36.021199685389600,-13.280753056019900,-25.052677981667400,27.406162215004200,-27.592125814047500
1707197125.927590,-2.8017715845649100,-30.84756208729210,-33.910614265055900,-3.6431614690651300,2.4779966784898900
1707197125.927590,24.613601062888600,-0.6643781540258470,-31.68115743977910,-29.100882927364300,27.164764444320500
1707197125.927590,-1.9310921627257000,-2.555596620474280,0.2469135287518960,-0.8355937984616520,-1.6756148991443700
1707197125.927590,-23.71871085237200,-25.61671694951820,26.48511898292900,22.42285957405680,-25.32971237935030
1707197125.927590,7.413320762845150,-5.076224962728950,37.70999518859990,-7.490612118971610,4.348347200762590
1707197125.927590,32.786344575245700,21.57653666165470,6.9067891966228800,-31.891397852835900,28.65304839659650
1707197125.927590,4.301305576348560,42.81045543867070,-18.683451827474100,-18.46215213726470,26.60135453805420
1707197125.927590,-19.28103479248810,10.597810542022400,-39.17079371889390,8.943676350423540,-3.0597324639364300
1707197125.927590,-38.07961190459290,-16.255024844944300,-54.80804869915860,2.1759361994390000,-27.345107215319600
1707197125.927590,-4.0316156673489000,-37.84398960779010,-40.04614324285310,-22.79200380391390,1.877614380529900
1707197125.927590,24.104529788061200,-54.41539009988700,-4.250284090094670,-42.637062469698400,-11.896662843415500
1707197125.927590,-1.8310042177720400,-36.9100962285884,25.313290510083400,-9.323240499680740,-33.35897198562580
1707197125.927590,-23.120670256745800,-2.4521576058480400,0.4961399575206910,18.359047570112500,-30.114477811460700
1707197125.927590,8.401978175439350,25.96786836922110,-2.7252579967927300,-7.785262108392180,2.027937364343360
1707197125.927590,34.06488066215770,48.51623562361530,-18.73458884626030,-29.07540683501030,28.434086303800100
1707197125.927590,5.777613913820220,17.20365868069690,10.059015113207100,2.6181697295832200,0.9680363426492120
1707197125.927590,-17.68902971082780,-9.118688482200720,36.50298338622010,28.587603176425,-21.63934541074140
1707197125.927590,11.869651090685500,11.517626201634300,8.763145710889940,0.7086983453426900,8.78258127269231
1707197125.927590,35.806300153111300,34.41781423414200,-14.365716153126000,-22.27877841646810,33.55830731266530
1707197125.927590,13.372745042647900,3.842960299002220,15.347503903069600,7.802094015544660,4.587782071938530
1707197125.927590,-12.848269854340500,-21.44759055424860,39.28300242739700,32.27973332075490,-19.372607300114600
1707197125.927590,-8.730744245967350,6.7267010863495,9.390746395794240,3.055953731962200,9.863961969881240
1707197125.927590,17.948172677844900,29.68462354322690,-15.529129978158100,-21.112748595960100,33.62996571008310
1707197125.927590,14.0301882705155,-0.692232610465247,12.747392644797700,7.959109883865860,3.8263391049474100
1707197125.927590,-12.668117188424500,-25.67566910348500,35.583414085681700,31.60151671507670,-20.795335230050900
1707197125.927590,14.071865381090700,-45.42701759598550,40.10661962556420,2.8475284307809500,-40.37042413366000
1707197125.927590,35.619233222037800,-11.93260720239850,7.325599903817900,-22.06346328316990,-6.857994177972330
1707197125.927590,3.8962169798708100,15.996012896527900,-19.905513082044600,-41.88491855108270,20.95786897665320
1707197125.927590,-22.337592912505900,-9.85570155258349,6.608461768574340,-8.575680608692080,-5.110623240387040
1707197125.927590,-21.23229811362130,-30.824487725611400,28.189449854280000,19.0789759145895,-26.37488544865320
1707197125.927590,-9.951511987862670,1.203896877552760,-3.2873871819404500,-7.111050795146730,5.302663063799110
1707197125.927590,16.259913152117600,27.508559636617000,-29.107946722477,-28.46034012980780,31.222093081578600
1707197125.927590,37.30282352688350,-0.0454279181101569,-1.1407428657949500,3.164923816761440,3.266818958743380
1707197125.927590,53.42399253431650,-22.726803183117900,21.88238302036410,13.575658515923300,-19.81629336553450
1707197125.927590,54.04024125487440,7.634956138936540,-8.207295319245800,-4.742715395491910,10.156131516729300
1707197125.927590,15.45180100784300,32.363804326147100,-32.73003918023210,22.22198981649710,34.51822937850060
1707197125.927590,-16.798282167474100,3.358826638025430,-4.818677205109850,35.727941759375300,5.176744984360030
1707197125.927590,5.505056713806420,-20.624695848043100,19.51431609441770,15.948721087774100,-19.10769977024730
1707197125.927590,18.512862417105400,-39.71398376043480,38.89048867798120,1.1027998416319800,-10.276611227361500
1707197125.927590,-14.531115375683800,-5.856556760133140,5.259327472454150,-23.767858143574,17.469808844500500
1707197125.927590,7.046978649041410,7.827938944139740,-16.721326159097900,-43.50200531460550,39.76777457509660
1707197125.927590,24.570625830155200,-15.135080443097200,8.127533127234150,-10.069583648456100,8.560980063541310
1707197125.927590,-10.111665242905900,14.753498840436600,27.980421817136600,17.733859251922100,-17.365871601302100
1707197125.927590,-20.785256553380100,38.86661162094100,-4.601758720214390,-8.29104530921095,10.1887628109809
1707197125.927590,-10.95176041140460,57.46095146195710,-31.28991740630330,-29.46702112796410,32.56042486737970
1707197125.927590,-38.03148270537420,22.61042866173960,-3.967105660576310,2.3327858509304800,1.643428242530550
1707197125.927590,-59.11141735369010,-6.795013229776050,18.61577660029630,28.39854012205830,-23.82502631927080
1707197125.927590,-26.27166939716500,17.527512723879900,-11.732169629676100,0.6047397382793850,4.312157740266510
1707197125.927590,1.5776234594100000,36.97264265421520,-36.35523584831650,-22.30956758139660,27.350002783360300
1707197125.927590,16.48655146305300,3.4735987685230400,-7.172165417309190,7.832327459008770,-2.8531767941148600
1707197125.927590,-12.141444418801300,-24.211356295403700,17.043286309998800,32.359054451918700,-27.59131582363180
1707197125.927590,-4.968055963026250,2.0805816184929200,-11.911346241697700,3.1729814698277500,1.2665386057995500
1707197125.927590,19.047477387127400,23.637327124852800,-35.38226463619530,-20.968577756928100,24.99420392530080
1707197125.927590,-2.4782176363587600,-7.700231900033960,-26.65131801809190,8.120868906969830,-2.295520516875000
1707197125.927590,-27.757772708276000,-7.133479645356620,-45.58866204729910,31.77244269528450,-26.925074733164400
1707197125.927590,-46.23782471348390,-32.56895806229730,-59.74652679196370,1.884924732551920,-46.31182186937470
1707197125.927590,-13.113416117372700,-52.47313285343700,-21.72493142422750,-22.79284575580610,-12.455582770184100
1707197125.927590,14.551762308242100,-61.20606326367010,10.741625814177600,-17.623746675195100,0.749287787362901
1707197125.927590,-11.46733749740750,-24.131063988771100,-5.958877236214670,10.701213818442200,-21.627271235686100
1707197125.927590,-32.519149612991000,7.1314790613446100,-24.800981492215100,33.64171058544930,-10.630414942004100
1707197125.927590,-0.5017382429171080,32.61749588994050,8.771268386535100,3.109670698061930,18.39342628897670
1707197125.927590,25.851586822612000,43.97185453616000,36.0911539004935,-22.137365956967300,41.713084655399300
1707197125.927590,-1.6062161435943500,12.16135407761540,9.085130579055340,6.0796324410352100,11.285078526747900
1707197125.927590,-24.1553625863694,-14.41045922990800,34.862599166200400,29.0782394060624,-14.087613720831700
1707197125.927590,6.364079354523930,-35.82699934687870,54.93927484595650,-1.2608897636087900,-7.137249410463540
1707197125.927590,31.266540591872400,-11.234118535557000,21.37418651957970,-26.21023232768780,19.78748831464000
1707197125.927590,2.4427638282772800,16.573897918761100,-6.948706511887330,2.3812131246753800,-4.292955629184520
1707197125.927590,-21.359075566262600,35.82025688861290,1.5313117929347800,25.80551566209070,-26.63166628894700
1707197125.927590,8.040713108124230,16.956624084745700,-6.533634269050820,-4.079284522379200,4.169876578371430
1707197125.927590,31.968588778592200,-10.780031183121800,17.879248785836400,-28.56518332653110,29.404437043550800
1707197125.927590,38.038925998762300,0.0739296841984255,34.37930077109850,0.4824704657329660,27.26766816949850
1707197125.927590,6.0987825469496700,23.96008309736880,2.3446222724038200,24.3425226541407,-1.65880181543554
1707197125.927590,-20.383473821880700,-5.471103304366370,11.19153379764120,31.51019243036340,-25.38450608021110
1707197125.927590,6.779831720870330,-29.52458872015000,31.09725915072040,-0.2669102986534210,-19.81684177768870
1707197125.927590,28.90761268146910,-0.0757143695696172,-1.8504050966161800,-26.43100533162130,9.47025498344584
1707197125.927590,-2.1241873458059300,24.147135319819900,-28.92681236357890,1.1679824018473500,-15.02259681257390
1707197125.927590,-27.59758699161010,-5.012956916362120,-4.063370364672050,23.814291858759500,-34.675407985714
1707197125.927590,0.6252031911669660,-11.617819630439700,18.56363167534380,-6.647298503114240,-1.408178976104810
1707197125.927590,23.8204401348446,5.500599703993180,28.720656602398000,-31.526093924066700,26.03247408848730
1707197125.927590,-6.17128483680859,18.16191104889460,25.507030084304400,-2.7075326424575000,-0.5062728987989560
1707197125.927590,-30.660208443240900,38.10845044788740,40.50543371784410,21.065492893670000,-22.30404302336760
1707197125.927590,-1.52999195697158,4.985896945155200,51.53372418188200,-8.381610790440940,-13.183530970796400
1707197125.927590,22.480421212373100,-22.43732463460740,53.88623259876790,-32.370520259593900,-12.360505943728600
1707197125.927590,-6.797951700062420,4.01360026216728,10.829669175136400,-47.80244411577280,7.934080528225360
